,name,neighbourhood_cleansed,latitude,longitude,listing_url,number_of_reviews_ltm,review_scores_rating
1333,Lounge on the Deck and Take in the Views at a Luxe Loft,Fairview,49.26558,-123.12842,https://www.airbnb.com/rooms/23480707,3,5.0
1334,Warm & Stylish 1 Bedroom In Vancouver,Fairview,49.25985,-123.12793,https://www.airbnb.com/rooms/23482505,1,4.38
1335,Modern Family Friendly 2 Bedroom Across VGH,Fairview,49.26146,-123.12646,https://www.airbnb.com/rooms/23482800,0,4.6
1336,Suite Boutique Privée · Vancouver,Shaughnessy,49.23871,-123.1462,https://www.airbnb.com/rooms/23487994,67,4.96
1337,"New, Minimal & Bright Townhome in a Quiet Neighbourhood",Downtown Eastside,49.27985,-123.08039,https://www.airbnb.com/rooms/23502564,7,4.84
1338,Beautiful three bedroom home in Central Vancouver,Riley Park,49.25407,-123.09863,https://www.airbnb.com/rooms/23505094,3,4.25
1339,Bright cozy house in Main St area. No stairs,Riley Park,49.24922,-123.10643,https://www.airbnb.com/rooms/23507938,8,5.0
1340,Hip Condo • CENTRAL LOCATION • Ideal for Foodies,Downtown,49.28082,-123.10843,https://www.airbnb.com/rooms/23519364,0,4.92
1341,"Great apartment, superb location",Strathcona,49.27341,-123.09975,https://www.airbnb.com/rooms/23527106,0,4.86
1342,Nelson House-Room 5 (bathroom is out of bedroom),West End,49.28642,-123.1341,https://www.airbnb.com/rooms/23528634,0,4.69
1343,Downtown 2-Story Townhouse w/ Private Entrance!,West End,49.28402,-123.12917,https://www.airbnb.com/rooms/23546911,2,4.99
1344,Modern design home steps from Commercial Drive,Grandview-Woodland,49.27071,-123.06682,https://www.airbnb.com/rooms/23547808,0,4.6
1345,Level | One Bedroom Suite | Luxe Amenities,Downtown,49.27291,-123.12668,https://www.airbnb.com/rooms/23559355,1,4.5
1346,PROMO! 🎯 Bright 1 Bedroom King Suite - English Bay,West End,49.28465,-123.14188,https://www.airbnb.com/rooms/23563987,4,4.89
1347,Level | One Bedroom Suite | Downtown Vancouver,Downtown,49.27474,-123.12806,https://www.airbnb.com/rooms/23578800,0,5.0
1348,private room close to downtown,Riley Park,49.2336,-123.10971,https://www.airbnb.com/rooms/23583730,0,4.63
1349,*Penthouse + Pool+GYM+Jacuzzy+ Prkng,Downtown,49.27915,-123.10793,https://www.airbnb.com/rooms/23613763,0,4.7
1350,Level | Modern One Bedroom | Downtown Vancouver,Downtown,49.27502,-123.12715,https://www.airbnb.com/rooms/23615592,0,5.0
1351,Level | Deluxe One Bedroom Suite | Yaletown,Downtown,49.27468,-123.12618,https://www.airbnb.com/rooms/23615744,0,
1352,Level | Deluxe One Bedroom Suite | Luxe Amenities,Downtown,49.27306,-123.12811,https://www.airbnb.com/rooms/23615892,0,5.0
1353,Level | Two Bedroom Suite | Downtown Vancouver,Downtown,49.27452,-123.12623,https://www.airbnb.com/rooms/23616175,1,5.0
1354,Gorgeous Yaletown boutique suite.,Downtown,49.27539,-123.13316,https://www.airbnb.com/rooms/23631177,15,4.76
1355,LUXURY DOWNTOWN  PENTHOUSE WILL BLOW YOUR MIND,Downtown,49.27977,-123.10905,https://www.airbnb.com/rooms/23653094,5,4.81
1356,PATIO TIME-3 outdoor patios! sleeps 8 to 10 people,Hastings-Sunrise,49.27574,-123.03745,https://www.airbnb.com/rooms/23667593,9,4.88
1357,Comfortable 2 Bedroom Private Suite Near Metrotown,Killarney,49.22509,-123.03591,https://www.airbnb.com/rooms/23672204,0,4.71
1358,Stadium Sunrise,Downtown,49.27916,-123.10787,https://www.airbnb.com/rooms/23711804,2,4.92
1359,Private masteroom + your own washroom in downtown,Downtown,49.27465,-123.12053,https://www.airbnb.com/rooms/23750023,1,4.89
1360,RELAXING 3BED UPPER SUITE EZ TRANSIT/FOOD/PARKING,Kensington-Cedar Cottage,49.2443,-123.0616,https://www.airbnb.com/rooms/23767009,17,4.76
1361,Quiet and Peaceful Basement Suite Studio,Downtown Eastside,49.27925,-123.08842,https://www.airbnb.com/rooms/23769053,3,5.0
1362,Amazing 1BR Apartment in the Olympic Village,Mount Pleasant,49.27024,-123.10181,https://www.airbnb.com/rooms/23769826,4,4.82
1363,Casa Amelie Downtown Vancouver 1 bedroom condo,Downtown,49.28389,-123.11562,https://www.airbnb.com/rooms/23771188,0,
1364,Brilliant corner loft in Gastown!,Downtown Eastside,49.2833,-123.10495,https://www.airbnb.com/rooms/23773053,1,4.88
1365,Charming 2 Bedroom Ground Floor Artist's Home,Kerrisdale,49.2324,-123.15844,https://www.airbnb.com/rooms/23800634,10,4.7
1366,"Single detached , corner home",Riley Park,49.23498,-123.09053,https://www.airbnb.com/rooms/23816739,0,5.0
1367,Fairview 3 Bed Townhome Oasis (min 30 days),Fairview,49.26357,-123.12267,https://www.airbnb.com/rooms/23827382,2,5.0
1368,Huge Balcony! 1 Bd near Yaletown and Seawall,Downtown,49.27536,-123.12655,https://www.airbnb.com/rooms/23834095,0,4.34
1369,2 BRs at Comfort & Clean House in Van East,Kensington-Cedar Cottage,49.23416,-123.08919,https://www.airbnb.com/rooms/23856693,0,4.33
1370,2 Clean and Warm BRs in Van East,Kensington-Cedar Cottage,49.23386,-123.08794,https://www.airbnb.com/rooms/23857168,0,4.38
1371,Modern and Comfortable East Van Home,Kensington-Cedar Cottage,49.24988,-123.0721,https://www.airbnb.com/rooms/23862530,0,5.0
1372,Cozy 1 bedroom basement suite,Oakridge,49.22386,-123.11859,https://www.airbnb.com/rooms/23874906,0,4.75
1373,"*NEW* 1BR+Den Olympic Village! Patio, Parking",Mount Pleasant,49.26873,-123.10876,https://www.airbnb.com/rooms/23885617,7,4.89
1374,Furnished bedroom and garden - 5 mins to downtown,South Cambie,49.2546,-123.12656,https://www.airbnb.com/rooms/23902297,0,
1375,开心果家庭旅馆,Shaughnessy,49.23802,-123.12828,https://www.airbnb.com/rooms/23949937,0,4.33
1376,Great Cambie St. guest Suite - close to downtown,South Cambie,49.25457,-123.11622,https://www.airbnb.com/rooms/23966025,6,4.89
1377,Brand new condo Olympic Village,Mount Pleasant,49.26844,-123.109,https://www.airbnb.com/rooms/23976574,6,4.88
1378,Studio Condo in Olympic Village (brand new),Mount Pleasant,49.27079,-123.10741,https://www.airbnb.com/rooms/23976814,10,4.54
1379,"New! Private 2-bed near Main, family/dog friendly",Riley Park,49.25512,-123.09454,https://www.airbnb.com/rooms/23985693,17,5.0
1380,NEW KITSILANO 2 bdrm kid friendly home,Kitsilano,49.26417,-123.16089,https://www.airbnb.com/rooms/23991651,2,5.0
1381,"PRIVATE 1.5 Br Garden suite, CENTRAL",South Cambie,49.25269,-123.12462,https://www.airbnb.com/rooms/24000674,0,4.5
1382,"Cozy Private Suite, Great Shaughnessy Location",Shaughnessy,49.25011,-123.12779,https://www.airbnb.com/rooms/24016633,1,4.5
1383,Corporate Stays | Telus | Modern and open 1BR,Downtown,49.28123,-123.11659,https://www.airbnb.com/rooms/24016781,0,
1384,New 2 BR＋parking＋skytrain,Oakridge,49.22203,-123.11669,https://www.airbnb.com/rooms/24024651,0,4.63
1385,White & Bright Two Bed Two Bath Across VGH,Fairview,49.26163,-123.12808,https://www.airbnb.com/rooms/24066686,2,4.4
1386,Quaint & Quiet 1 Bed 1 Bath In Vancouver,Fairview,49.26158,-123.12615,https://www.airbnb.com/rooms/24066913,2,4.25
1387,New 2br private basement ＋skytrain,Oakridge,49.22481,-123.11777,https://www.airbnb.com/rooms/24088415,0,4.66
1388,luxurious apartment,West End,49.28683,-123.12736,https://www.airbnb.com/rooms/24096582,0,4.0
1389,Corporate Stays | Telus | Modern 1BR,Downtown,49.2816,-123.11712,https://www.airbnb.com/rooms/24100729,0,3.0
1390,New/Private Entry/Clean Protocol/Luxury/Point Grey,West Point Grey,49.264,-123.19444,https://www.airbnb.com/rooms/24105549,24,4.9
1391,Beautiful Room in the Heart of Kitsilano Beach,Kitsilano,49.2733,-123.15572,https://www.airbnb.com/rooms/24119846,1,4.33
1392,Luxury 1 Bedroom Condo in Trendy Strathcona,Downtown Eastside,49.28244,-123.08245,https://www.airbnb.com/rooms/24133046,7,5.0
1393,Family Home off Main Street,Riley Park,49.24891,-123.09959,https://www.airbnb.com/rooms/24134940,4,4.64
1394,"Newly renovated heritage home, great 'hood",Grandview-Woodland,49.28032,-123.05944,https://www.airbnb.com/rooms/24140085,0,5.0
1395,Newly Renovated & Fully Furnished Downtown Studio,Downtown,49.2778,-123.12404,https://www.airbnb.com/rooms/24160835,6,5.0
1396,"Private, Quiet, Coach House in Vancouver",Victoria-Fraserview,49.21895,-123.06996,https://www.airbnb.com/rooms/24161747,6,4.9
1397,2 BR + 2 Bath Condo in Heart of Downtown,West End,49.2867,-123.12599,https://www.airbnb.com/rooms/24167131,0,4.8
1398,5/5 Stars Designer Home Central Westside Vancouver,Riley Park,49.2343,-123.10811,https://www.airbnb.com/rooms/24183385,2,4.98
1399,Kits Beach Loft,Kitsilano,49.26837,-123.15531,https://www.airbnb.com/rooms/24185448,1,5.0
1400,Stunning mountain and ocean view 2 bedroom.,Downtown,49.27486,-123.1328,https://www.airbnb.com/rooms/24206329,38,4.94
1401,Downtown Vancouver Luxury Furnished Condo,Downtown,49.28327,-123.11642,https://www.airbnb.com/rooms/24250201,0,4.8
1402,Dunbar Blue House 3_Polar Bear,Dunbar Southlands,49.25533,-123.18469,https://www.airbnb.com/rooms/24253909,7,4.79
1403,Immaculate! Corner Unit! Views! Pool! Gym!Parking!,Downtown,49.27889,-123.10794,https://www.airbnb.com/rooms/24277925,34,4.83
1404,Luxury 3 bedrooms house in central Vancouver,Riley Park,49.25544,-123.11016,https://www.airbnb.com/rooms/24293792,39,4.89
1405,Brand New Private Studio in central Mount Pleasant,Riley Park,49.24531,-123.09538,https://www.airbnb.com/rooms/24310129,8,4.93
1406,BIG COZY BOHO ROOM  WITH FREE PARKING,Downtown Eastside,49.276779,-123.091438,https://www.airbnb.com/rooms/24313445,14,4.78
1407,Beautiful character family home,West Point Grey,49.26301,-123.20226,https://www.airbnb.com/rooms/24328155,0,
1408,Summer vacation home! IN DOWNTOWN Vancouver!,Downtown,49.27955,-123.12056,https://www.airbnb.com/rooms/24328404,0,
1409,1 Bedroom Apartment 2 Blocks from Sunset Beach,West End,49.27993,-123.13258,https://www.airbnb.com/rooms/24335614,0,4.35
1410,Kitsilano Comfort,Kitsilano,49.26242,-123.17828,https://www.airbnb.com/rooms/24337332,5,4.96
1411,"2 Bedrooms near Skytrain, Shopping in Vancouver",Killarney,49.23098,-123.03564,https://www.airbnb.com/rooms/24358269,19,4.7
1412,Modern Living in Coal Harbour.,Downtown,49.28833,-123.12272,https://www.airbnb.com/rooms/24372189,2,4.92
1413,🌟Heart of Downtown🌟WALK TO SHOPS/DINING/OCEAN🆓PRKG,Downtown,49.28614,-123.12327,https://www.airbnb.com/rooms/24372539,23,4.87
1414,Furnished 2br + den in Heart of Vancity,Downtown,49.27502,-123.12303,https://www.airbnb.com/rooms/24377235,0,4.75
1415,"Master Bedroom, Private Bath&Balcony Good Location",Victoria-Fraserview,49.22935,-123.06526,https://www.airbnb.com/rooms/24378747,35,4.73
1416,Creative Historical Home with Backyard Lounge,Riley Park,49.24895,-123.09842,https://www.airbnb.com/rooms/24379068,1,4.88
1417,A Gem in the Heart of Yaletown,Downtown,49.27914,-123.12078,https://www.airbnb.com/rooms/24379576,16,4.82
1418,Beautiful & Private 3 Brms/2 Bath Suite,West Point Grey,49.26881,-123.21097,https://www.airbnb.com/rooms/24380721,0,4.91
1419,Vancouver Downtown 2BR: floor-to-ceiling windows!!,West End,49.28062,-123.12768,https://www.airbnb.com/rooms/24389296,2,4.94
1420,*Min 6 mo lease* Furnished executive 2 bed 2 bath,Mount Pleasant,49.27193,-123.10172,https://www.airbnb.com/rooms/24391564,0,
1421,Charming 2 Bedroom Private Space,Renfrew-Collingwood,49.24881,-123.04398,https://www.airbnb.com/rooms/24413898,2,4.39
1422,EXCELLENT LOCATION 2BD+2BATH APT-YALETOWN,Downtown,49.27794,-123.11912,https://www.airbnb.com/rooms/24444391,0,4.55
1423,Private Room in Kitsilano Heritage Home,Kitsilano,49.27097,-123.18327,https://www.airbnb.com/rooms/24450782,30,4.86
1424,Near airport and mall!  Master BR with ensuite,Marpole,49.21422,-123.11421,https://www.airbnb.com/rooms/24455362,0,4.88
1425,Minimal + Bright 3BR House for Quiet Getaways,West Point Grey,49.26299,-123.20275,https://www.airbnb.com/rooms/24469246,0,4.75
1426,Heritage-era main-floor suite in trendy Kitsilano,Kitsilano,49.26055,-123.1821,https://www.airbnb.com/rooms/24471332,1,4.81
1427,Spacious Gastown Loft | 20ft ceiling,Downtown Eastside,49.28182,-123.10361,https://www.airbnb.com/rooms/24474689,17,4.94
1428,Sophisticated High-rise Suite with Vancouver Views & Parking,Downtown,49.2886,-123.12313,https://www.airbnb.com/rooms/24500508,1,5.0
1429,Your Home in Downtown Vancouver with Parking,West End,49.28629,-123.125,https://www.airbnb.com/rooms/24501265,52,4.91
1430,Modern 4Bed Family Home w/ Mountain View,Grandview-Woodland,49.27972,-123.06113,https://www.airbnb.com/rooms/24503070,0,5.0
1431,Sunny Bedroom for One in Vancouver Heritage house,Kensington-Cedar Cottage,49.25614,-123.07643,https://www.airbnb.com/rooms/24517031,0,5.0
1432,Helen's House/ Near Skytrain & Airport,Marpole,49.21279,-123.11202,https://www.airbnb.com/rooms/24528249,19,4.68
1433,"Great Location! Clean, Comfy Studio + Free Parking",Downtown,49.27757,-123.13088,https://www.airbnb.com/rooms/24559993,0,4.79
1434,"NEW! Lovely Renovated 1BR, Central Van, 20minYVR",Victoria-Fraserview,49.21777,-123.06271,https://www.airbnb.com/rooms/24561319,4,5.0
1435,Modern Cozy Apt - Water views in Coal Harbour +Pkg,Downtown,49.28994,-123.12727,https://www.airbnb.com/rooms/24574485,1,5.0
1436,A  quiet hideaway for the budget traveller,Sunset,49.21368,-123.07826,https://www.airbnb.com/rooms/24583987,0,4.82
1437,"Clean, Bright & Modern",Kensington-Cedar Cottage,49.25214,-123.08713,https://www.airbnb.com/rooms/24634635,0,5.0
1438,Roam Vancouver in Style from a Chic Hideout,Riley Park,49.24618,-123.10192,https://www.airbnb.com/rooms/24646416,32,4.96
1439,176 Furnished 1 Bedroom water view Coal Harbour,Downtown,49.29074,-123.12746,https://www.airbnb.com/rooms/24650295,0,5.0
1440,Tidy apartment in the heart of the action,Fairview,49.26181,-123.13425,https://www.airbnb.com/rooms/24658451,0,5.0
1441,Bright Family Friendly 4 Bedroom Home w Patio,Mount Pleasant,49.25657,-123.07819,https://www.airbnb.com/rooms/24658559,3,4.93
1442,Charming Strathcona Gem,Downtown Eastside,49.27893,-123.0827,https://www.airbnb.com/rooms/24671100,0,4.82
1443,Beautiful Yaletown 2 Bedroom Apartment + Parking,Downtown,49.2791,-123.11925,https://www.airbnb.com/rooms/24703143,34,4.69
1444,Beautiful Fully Furnished Suite,Arbutus Ridge,49.25461,-123.16567,https://www.airbnb.com/rooms/24718014,0,5.0
1445,4 Bed Condo w/Private Patio centered in Downtown,Downtown,49.27867,-123.10852,https://www.airbnb.com/rooms/24721816,18,4.49
1446,Lakeside apartment,Kensington-Cedar Cottage,49.2575,-123.0569,https://www.airbnb.com/rooms/24738177,0,5.0
1447,Modern Top Floor with Sunset Views,Mount Pleasant,49.25913,-123.08856,https://www.airbnb.com/rooms/24738337,0,4.88
1448,Modern two bedroom condo in fantastic location,Fairview,49.26739,-123.14272,https://www.airbnb.com/rooms/24748690,3,5.0
1449,Private and Cozy Home in Kerrisdale,Kerrisdale,49.22929,-123.1643,https://www.airbnb.com/rooms/24753409,0,5.0
1450,1BDR Cozy Unit- Wifi- w4th UBC,Kitsilano,49.26662,-123.17683,https://www.airbnb.com/rooms/24754197,2,4.33
1451,"Location, Location, Location Super Sparkly Sweet",Kitsilano,49.26851,-123.15162,https://www.airbnb.com/rooms/24756081,9,4.95
1452,one bedroom suite Downtown Vancouver Yaletown,Downtown,49.27671,-123.1169,https://www.airbnb.com/rooms/24757245,0,0.0
1453,Heritage private suite near beach with huge yard,West Point Grey,49.27035,-123.21757,https://www.airbnb.com/rooms/24776354,20,4.86
1454,A jewel in the city,Riley Park,49.24476,-123.09356,https://www.airbnb.com/rooms/24797319,0,4.63
1455,Yaletown Modern,Downtown,49.27351,-123.1271,https://www.airbnb.com/rooms/24800538,5,4.92
1456,modern family home near commercial drive,Grandview-Woodland,49.26871,-123.05945,https://www.airbnb.com/rooms/24801728,0,4.67
1457,Cozy Suite in Vancouver Bungalow,Hastings-Sunrise,49.27343,-123.03806,https://www.airbnb.com/rooms/24809164,9,4.72
1458,Shaughnessy Garden Suite,Shaughnessy,49.24996,-123.13693,https://www.airbnb.com/rooms/24826232,5,4.97
1459,Downtown high-rise 2 Bedroom Condo (Worldmark),Downtown,49.27997,-123.12491,https://www.airbnb.com/rooms/24830620,0,
1460,Spacious and Modern South Granville Terrace Home.,Shaughnessy,49.25356,-123.14052,https://www.airbnb.com/rooms/24832706,1,4.81
1461,Garden Studio Suite off Commercial Drive!,Grandview-Woodland,49.27264,-123.06388,https://www.airbnb.com/rooms/24835418,21,4.97
1462,Spacious private room in cute character house,Grandview-Woodland,49.27277,-123.06192,https://www.airbnb.com/rooms/24853244,0,4.17
1463,Katie's House-Spacious Room with Mountain/Sea View,Dunbar Southlands,49.25236,-123.18453,https://www.airbnb.com/rooms/24874294,0,4.65
1464,Beautiful 3Bedroom MountainView House in Vancouver,Renfrew-Collingwood,49.25468,-123.05223,https://www.airbnb.com/rooms/24876227,28,4.78
1465,Great Value Central Downtown Gem!!!,Downtown,49.28041,-123.1249,https://www.airbnb.com/rooms/24886919,0,4.63
1466,"Central two bdrm character home, deck and garden",Hastings-Sunrise,49.28755,-123.04866,https://www.airbnb.com/rooms/24890710,0,4.75
1467,Beautiful home by Lake in Vancouver,Kensington-Cedar Cottage,49.25204,-123.06112,https://www.airbnb.com/rooms/24895883,0,5.0
1468,Clean and Comfy Condo in Downtown Vancouver,Downtown,49.2804,-123.12469,https://www.airbnb.com/rooms/24896061,6,4.84
1469,Roomy 2 Bedroom Across VGH In Vancouver,Fairview,49.26196,-123.12665,https://www.airbnb.com/rooms/24918275,1,4.5
1470,Entire apartment Central Downtown Vancouver!,West End,49.28927,-123.13857,https://www.airbnb.com/rooms/24920942,0,5.0
1471,The Mark with a view of False Creek,Downtown,49.2749,-123.12689,https://www.airbnb.com/rooms/24943344,3,4.93
1472,Outstanding views!  Free parking.pool A/C Licensed,Downtown,49.27887,-123.10727,https://www.airbnb.com/rooms/24946435,13,4.83
1473,Large Room in Lively Walkable Neighbourhood,Hastings-Sunrise,49.28201,-123.05644,https://www.airbnb.com/rooms/24948099,0,5.0
1474,Furnished 1 bedroom unit in the heart of the city!,Downtown,49.28078,-123.12474,https://www.airbnb.com/rooms/24961531,3,5.0
1475,Trinity Enclave,Hastings-Sunrise,49.29005,-123.0551,https://www.airbnb.com/rooms/24968566,8,4.86
1476,Corkscrew Willow Estate,Arbutus Ridge,49.25628,-123.17667,https://www.airbnb.com/rooms/24972517,14,4.96
1477,Trendy Downtown 2 Bedroom Condo,Downtown,49.28106,-123.12318,https://www.airbnb.com/rooms/24993810,0,5.0
1478,The House room # 3,Renfrew-Collingwood,49.23995,-123.0494,https://www.airbnb.com/rooms/25016941,0,4.51
1479,Forest Hideaway In The City • Hot tub! • by UBC,Dunbar Southlands,49.23277,-123.19773,https://www.airbnb.com/rooms/25034146,25,5.0
1480,Cozy home on South Granville.,Marpole,49.21477,-123.13386,https://www.airbnb.com/rooms/25068423,3,4.68
1481,Charming South Granville 1 Bed 1 Bath,Fairview,49.26196,-123.12688,https://www.airbnb.com/rooms/25074332,1,4.14
1482,Living in style - Room A,Hastings-Sunrise,49.27696,-123.02632,https://www.airbnb.com/rooms/25076407,2,5.0
1483,Spacious Heritage Home in Vancouver,Kensington-Cedar Cottage,49.25586,-123.07623,https://www.airbnb.com/rooms/25080824,0,5.0
1484,"Private studio 1 bed,1 washroom",Kensington-Cedar Cottage,49.23362,-123.07861,https://www.airbnb.com/rooms/25087027,47,4.63
1485,"★ Cozy Garden Suite, private, clean, close to DT!",Kensington-Cedar Cottage,49.25898,-123.06895,https://www.airbnb.com/rooms/25102944,60,4.94
1486,Close & convenient in Vancouver  Spacious living !,Oakridge,49.22971,-123.112,https://www.airbnb.com/rooms/25103609,0,4.99
1487,Great Garden Suite in Ideal Location,Kitsilano,49.25961,-123.18454,https://www.airbnb.com/rooms/25108729,0,4.9
1488,Bright & Luxurious Home in the Heart of Downtown,West End,49.28627,-123.12757,https://www.airbnb.com/rooms/25109301,0,4.91
1489,Executive Rental on High End Downtown Street,West End,49.28408,-123.12304,https://www.airbnb.com/rooms/25128702,0,5.0
1490,Alison & Dan's place,Hastings-Sunrise,49.27572,-123.04026,https://www.airbnb.com/rooms/25130708,0,4.0
1491,Lovely home & great neighborhood,Grandview-Woodland,49.27416,-123.06224,https://www.airbnb.com/rooms/25142791,19,4.93
1492,"Cute, Quiet, Comfortable & Convenient Garden Suite",Riley Park,49.24383,-123.09361,https://www.airbnb.com/rooms/25157667,0,5.0
1493,"Spacious, Private Suite in the core of Kitsilano",Kitsilano,49.26811,-123.16668,https://www.airbnb.com/rooms/25166793,31,4.89
1494,The Yellow Room,Marpole,49.20659,-123.11822,https://www.airbnb.com/rooms/25168981,11,4.66
1495,Central & Renovated 1 Bed 1 Bath In Vancouver,Fairview,49.25998,-123.12644,https://www.airbnb.com/rooms/25181840,2,4.75
1496,温西family，near UBC,Dunbar Southlands,49.23426,-123.20294,https://www.airbnb.com/rooms/25193115,4,4.56
1497,2BR COZY SUITE- UBC/YVR/DT- Private Entry+Kitchen!,Kerrisdale,49.22402,-123.16,https://www.airbnb.com/rooms/25213246,4,4.69
1498,Centre of Downtown Vancouver Studio,Downtown,49.27721,-123.1186,https://www.airbnb.com/rooms/25230661,0,5.0
1499,Live Your Downtown Dreams..!!!  One Bedroom apt.,Downtown,49.27891,-123.123,https://www.airbnb.com/rooms/25234314,43,4.82
1500,Character home with Bohemian decor,Dunbar Southlands,49.23403,-123.1913,https://www.airbnb.com/rooms/25264363,0,4.88
1501,Convenient skytrain room:  airport & downtown.,Oakridge,49.22632,-123.11572,https://www.airbnb.com/rooms/25270770,0,4.84
1502,Bright & Cheery One Bedroom In Downtown Vancouver,Fairview,49.25997,-123.1276,https://www.airbnb.com/rooms/25314294,2,4.45
1503,"Modern, bright penthouse in heart of Chinatown",Downtown Eastside,49.27882,-123.09898,https://www.airbnb.com/rooms/25315554,0,5.0
1504,Beautiful 1 bdr + sofa bed apt w rooftop patio,Kitsilano,49.26777,-123.1502,https://www.airbnb.com/rooms/25343038,1,4.88
1505,Yaletown Loft,Downtown,49.2766,-123.12696,https://www.airbnb.com/rooms/25346154,2,5.0
1506,"Luxurious Condo with Ocean, Mountain & City Views",Downtown Eastside,49.28384,-123.10614,https://www.airbnb.com/rooms/25348106,0,5.0
1507,2 Bdrm Downtown Vancouver Resort - 1080 Hornby,Downtown,49.2805,-123.1249,https://www.airbnb.com/rooms/25351552,0,5.0
1508,2 bedrooms condo on the beach west end Vancouver,West End,49.27672,-123.1347,https://www.airbnb.com/rooms/25352164,0,4.7
1509,Kitsilano Modern Heritage Coach House,Shaughnessy,49.25711,-123.15114,https://www.airbnb.com/rooms/25352392,6,4.93
1510,Modern living in Coal Harbour-1,Downtown,49.28834,-123.12292,https://www.airbnb.com/rooms/25369132,16,4.91
1511,"SLUMBERLAND Mountain View, Beach/Downtown Location",West End,49.28607,-123.13694,https://www.airbnb.com/rooms/25412425,0,4.43
1512,"Cozy, Chill out Nook!",Kensington-Cedar Cottage,49.23578,-123.06114,https://www.airbnb.com/rooms/25432407,0,
1513,MODERN Downtown Suite in Trendy Yaletown,Downtown,49.27892,-123.11946,https://www.airbnb.com/rooms/25479410,0,4.67
1514,Vancouver Traveller Cottage,Arbutus Ridge,49.25431,-123.15568,https://www.airbnb.com/rooms/25492892,1,5.0
1515,Entire Apartment  With City View  DT Vancouver,Downtown,49.28041,-123.12469,https://www.airbnb.com/rooms/25514583,35,4.81
1516,Beautiful 1 bdrm in Mount Pleasant with huge patio,Riley Park,49.25556,-123.09971,https://www.airbnb.com/rooms/25521321,0,5.0
1517,Skytrain sweet room: airport & downtown.,Oakridge,49.22632,-123.11572,https://www.airbnb.com/rooms/25549877,0,4.8
1518,"Exceptional Suite w/superb views, patio, & parking",Downtown,49.28251,-123.11578,https://www.airbnb.com/rooms/25553897,8,4.78
1519,Living in style - Room  C,Hastings-Sunrise,49.27867,-123.02488,https://www.airbnb.com/rooms/25670214,7,4.95
1520,Cozy Heritage Home Private Bedroom,Marpole,49.21715,-123.13789,https://www.airbnb.com/rooms/25696361,0,4.17
1521,"Comfy, new 1 BR suite in great Vancouver location",Kensington-Cedar Cottage,49.2506,-123.07084,https://www.airbnb.com/rooms/25731269,44,4.86
1522,"Luxury 1,850 sq ft condo, 3 bed. natural light",Fairview,49.2655,-123.14134,https://www.airbnb.com/rooms/25749994,0,5.0
1523,"Entire home-Steps to restaurants, shops & transit",Grandview-Woodland,49.27114,-123.07216,https://www.airbnb.com/rooms/25750741,0,5.0
1524,1 Bedroom Apartment in an Amazing Location!,West End,49.28557,-123.12443,https://www.airbnb.com/rooms/25750918,7,4.57
1525,Spacious Convenient Private Suite (Private Bath),Marpole,49.21307,-123.13501,https://www.airbnb.com/rooms/25751097,0,4.83
1526,Skytrain little cozy harbor---super convenient.,Oakridge,49.22632,-123.11572,https://www.airbnb.com/rooms/25752951,0,4.87
1527,Cozy full house with sunny private backyard,Kensington-Cedar Cottage,49.23683,-123.08845,https://www.airbnb.com/rooms/25808265,0,5.0
1528,South Granville comfy private studio suite,Shaughnessy,49.25584,-123.14139,https://www.airbnb.com/rooms/25811044,0,4.68
1529,Beautiful Bedroom with Ensuite Washroom - Room 2,Hastings-Sunrise,49.2637,-123.03999,https://www.airbnb.com/rooms/25831764,23,4.6
1530,Mountain view condo with huge patio,Riley Park,49.2492,-123.09115,https://www.airbnb.com/rooms/25841119,0,
1531,Corner Unit in the Heart of Downtown,Downtown,49.28594,-123.12242,https://www.airbnb.com/rooms/25863673,0,5.0
1532,Downtown Vancouver 2 Bed 2 Bath Yaletown!,Downtown,49.27588,-123.12391,https://www.airbnb.com/rooms/25875124,0,4.8
1533,South land- Dunbar,Dunbar Southlands,49.22958,-123.19967,https://www.airbnb.com/rooms/25888063,0,4.67
1534,Modern 1-bedroom apartment in heart of Chinatown,Downtown Eastside,49.28056,-123.09968,https://www.airbnb.com/rooms/25895164,12,4.94
1535,Cozy Bright Two Bedroom Private Suite,Arbutus Ridge,49.25578,-123.16912,https://www.airbnb.com/rooms/25915148,0,4.5
1536,PVT ROOM#2 w/PRIVATE entrance in NEW HOME,Renfrew-Collingwood,49.23473,-123.03126,https://www.airbnb.com/rooms/25943082,21,4.9
1537,"Executive Guest Suite - hotel feel, feel at home!",Kitsilano,49.26705,-123.17695,https://www.airbnb.com/rooms/25943228,0,5.0
1538,2 Minutes From English Bay and Stanley Park,West End,49.28997,-123.1372,https://www.airbnb.com/rooms/25944851,0,
1539,"Heritage home, modern touch.",Kitsilano,49.25798,-123.15148,https://www.airbnb.com/rooms/25947820,24,4.92
1540,Vancouver Cozy House,Victoria-Fraserview,49.22645,-123.07235,https://www.airbnb.com/rooms/25953279,16,4.91
1541,Luxurious Waterfront Suite with Garden Patio,Downtown,49.27617,-123.13266,https://www.airbnb.com/rooms/25969944,0,5.0
1542,Waterfront Seawall Granville Island (City Center),Fairview,49.26724,-123.1364,https://www.airbnb.com/rooms/25973255,13,4.95
